"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_indicator.label","note_source.label"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2012",396.735,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2011",182000,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2011",491.628,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2011",376.292,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2010",172000,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2010",458.542,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2010",337.09,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2009",165000,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2009",446.42,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2009",294.191,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2008",159000,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2008",432.434,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2008",304.329,"Tipo de salario mínimo: Para adultos | Moneda: CHL - Peso chileno (CLP)",
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2007",139500,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2007",401.93,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2007",267.004,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2006",131250,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2006",384.985,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2006",247.513,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2005",123750,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2005",319.47,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2005",221.074,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2004",117824,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2004",309.1,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2004",193.303,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2003",113424,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2003",294.043,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2003",164.05,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2002",108825,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2002",285.012,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2002",157.961,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2001",103208,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2001",274.425,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2001",162.548,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2000",96042,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2000",262.222,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2000",177.992,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","1999",86333,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","1999",239.551,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","1999",169.687,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","1998",80500,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","1998",225.789,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","1998",174.891,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","1997",71400,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","1997",204.421,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","1997",170.286,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","1996",65500,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","1996",190.93,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","1996",158.878,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Moneda local","1995",58900,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","1995",174.713,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Chile","OIT - SIALC Estimaciones","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","1995",148.447,"Moneda: CHL - Peso chileno (CLP)","Repositorio: ILO-AMERICAS | Cobertura de edad - edad mínima: 18 años | Cobertura de edad - edad máxima: 65 años"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2024",358609,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2024",1054.132,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2024",696.18,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2023",352164,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2023",991.408,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2023",647.3,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2022",324560.01,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2022",863.904,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2022",501.533,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2021",317915.58,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2021",875.004,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2021",512.119,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2020",316964,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2020",856.285,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2020",541.911,"Tipo de salario mínimo: Ocupacional (trabajadores no calificados) | Moneda: CRI - Colón (CRC)",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2019",309143.36,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2019",866.347,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2019",526.386,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2018",300225.79,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2018",826.156,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2018",520.347,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2017",293132.67,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2017",811.763,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2017",516.521,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2016",293132.67,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2016",809.248,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2016",538.116,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2015",286467.36,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2015",777.944,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2015",535.888,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2014",266942.69,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC) | Ruptura en la serie: Cambio en la definición o concepto","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2014",717.728,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC) | Ruptura en la serie: Cambio en la definición o concepto","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2014",495.884,"Tipo de salario mínimo: Ocupacional | Moneda: CRI - Colón (CRC) | Ruptura en la serie: Cambio en la definición o concepto","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2013",223914.346,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2013",617.707,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2013",448.038,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2012",210966.173,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2012",613.652,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2012",419.498,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2011",198528.248,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2011",568.186,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2011",392.609,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2010",186899.341,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2010",543.829,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2010",355.437,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2009",170818.5,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2009",516.71,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2009",297.963,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2008",156503.52,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2008",512.358,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2008",297.402,"Moneda: CRI - Colón (CRC)","Cobertura del grupo de referencia: Asalariados no cualificados"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2007",135251.88,"Moneda: CRI - Colón (CRC) | Ruptura en la serie: Cambio en la definición o concepto",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2007",483.658,"Moneda: CRI - Colón (CRC) | Ruptura en la serie: Cambio en la definición o concepto",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2007",261.803,"Moneda: CRI - Colón (CRC) | Ruptura en la serie: Cambio en la definición o concepto",
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2006",122685,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2006",466.465,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2006",239.946,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2005",108880,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2005",447.041,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2005",227.884,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2004",94966.69,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: $ PPA 2021","2004",429.157,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Dólar estadounidense","2004",216.851,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
"Costa Rica","ADM - Decretos de salarios mínimos","Salario mínimo nominal mensual bruto","Divisa: Moneda local","2003",85535,"Moneda: CRI - Colón (CRC)","Repositorio: ILO-AMERICAS"
